tokenizer_family,model_name,tokenizer_path,tokenizer_mode,language,length_label,input_chars,worker_processes,chunk_count,chunk_chars,overlap_chars,chat_template_time_ms,dispatch_submit_time_ms,dispatch_collect_time_ms,mp_dispatch_process_collect_time_ms,chunk_dedup_time_ms,worker_encode_time_ms_sum,worker_encode_time_ms_max,worker_materialize_time_ms_sum,worker_materialize_time_ms_max,lopt_e2e_time_ms,native_e2e_time_ms,native_tokenizer_time_ms,native_output_tokens,native_token_hash,lopt_output_tokens,lopt_token_hash,exact_match,fallback_used,fallback_serial_time_ms,fallback_token_hash,error_message,candidate_status,actual_chunk_count
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,8,112640,128,0.0,0.154,279.868,280.022,9.144,862.119,142.75,12.988,2.246,289.166,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,8,112640,256,0.0,0.344,280.314,280.658,4.882,860.257,130.467,13.204,1.915,285.54,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,8,112640,512,0.0,0.745,290.991,291.736,6.5,864.64,138.464,13.484,2.09,298.236,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,8,112640,1024,0.0,0.135,305.015,305.151,6.732,893.534,145.048,14.649,2.164,311.883,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,8,112640,2048,0.0,0.152,319.44,319.592,10.175,918.869,153.812,21.67,3.801,329.767,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,8,112640,4096,0.0,0.144,248.439,248.583,18.419,825.531,114.513,29.294,4.37,267.002,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,8,112640,8192,0.0,0.224,267.849,268.073,32.024,870.133,112.966,42.363,6.291,300.097,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,16,56320,32,0.0,0.301,238.994,239.294,5.542,814.499,56.065,12.891,0.983,244.836,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,16,56320,64,0.0,0.333,270.034,270.367,4.446,852.587,76.325,14.101,1.897,274.813,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,16,56320,128,0.0,0.289,251.762,252.051,5.297,859.064,69.609,14.568,1.684,257.348,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,16,56320,256,0.0,0.261,247.334,247.595,5.518,848.337,66.006,15.125,1.527,253.113,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,16,56320,512,0.0,0.202,275.728,275.93,8.708,892.957,75.183,16.474,1.355,284.638,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,16,56320,1024,0.0,0.228,294.759,294.987,11.606,916.408,71.573,17.777,1.45,306.593,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,16,56320,2048,0.0,0.245,256.078,256.323,17.045,855.527,62.835,20.488,1.541,273.368,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,16,56320,4096,0.0,0.246,283.447,283.693,29.024,910.106,74.696,41.453,3.044,312.717,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,4,16,56320,8192,0.0,0.216,327.088,327.304,61.759,981.61,71.659,63.702,4.88,389.063,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,1,901120,32,0.0,0.03,1103.808,1103.838,0.0,1014.992,1014.992,9.915,9.915,1103.838,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,1
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,1,901120,64,0.0,0.044,1078.938,1078.982,0.0,994.596,994.596,9.908,9.908,1078.982,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,1
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,1,901120,128,0.0,0.075,1096.662,1096.737,0.0,1011.354,1011.354,9.853,9.853,1096.737,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,1
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,1,901120,256,0.0,0.033,1090.157,1090.19,0.0,1003.866,1003.866,10.263,10.263,1090.19,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,1
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,1,901120,512,0.0,0.038,1066.053,1066.091,0.0,980.555,980.555,9.829,9.829,1066.091,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,1
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,1,901120,1024,0.0,0.039,1061.872,1061.911,0.0,969.837,969.837,17.525,17.525,1061.911,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,1
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,1,901120,2048,0.0,0.053,1086.891,1086.944,0.0,994.798,994.798,16.817,16.817,1086.944,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,1
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,1,901120,4096,0.0,0.036,1078.349,1078.385,0.0,986.674,986.674,17.215,17.215,1078.385,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,1
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,1,901120,8192,0.0,0.039,1072.583,1072.622,0.0,967.122,967.122,24.116,24.116,1072.622,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,1
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,4,225280,32,0.0,0.078,245.249,245.327,5.875,856.04,218.015,11.798,3.111,251.202,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,4
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,4,225280,64,0.0,0.082,256.823,256.906,6.524,851.48,231.88,11.616,2.995,263.43,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,4
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,4,225280,128,0.0,0.186,274.811,274.997,4.354,858.612,252.016,11.335,2.953,279.351,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,4
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,4,225280,256,0.0,0.173,242.199,242.372,4.621,832.704,216.459,12.839,3.83,246.993,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,4
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,4,225280,512,0.0,0.165,240.105,240.27,4.821,820.548,211.318,12.229,3.249,245.091,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,4
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,4,225280,1024,0.0,0.091,248.315,248.406,8.08,841.437,216.977,12.298,3.163,256.486,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,4
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,4,225280,2048,0.0,0.088,249.395,249.484,8.706,835.72,218.166,17.329,5.391,258.19,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,4
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,4,225280,4096,0.0,0.096,259.535,259.63,11.815,830.879,213.431,25.5,8.429,271.445,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,4
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,4,225280,8192,0.0,0.17,315.079,315.249,17.842,907.822,276.299,34.392,9.199,333.091,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,4
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,8,112640,32,0.0,10.497,235.127,245.623,4.783,840.195,112.826,12.431,1.718,250.406,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,8,112640,64,0.0,0.138,237.765,237.902,4.285,821.924,108.806,13.352,2.462,242.187,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,8,112640,128,0.0,0.277,249.39,249.666,5.327,826.267,119.117,12.721,1.858,254.993,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,8,112640,256,0.0,0.14,264.6,264.741,5.054,870.855,135.277,13.271,1.856,269.795,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,8,112640,512,0.0,0.139,300.664,300.803,7.103,884.74,156.72,14.989,2.712,307.906,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,8,112640,1024,0.0,0.153,302.982,303.136,8.103,909.544,151.988,16.748,4.252,311.239,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,8,112640,2048,0.0,0.158,265.744,265.902,10.556,865.019,126.664,21.501,3.601,276.458,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,8,112640,4096,0.0,0.126,301.039,301.165,17.259,899.57,134.965,29.021,5.23,318.424,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,8,112640,8192,0.0,0.145,317.888,318.033,30.438,916.793,147.885,43.371,6.616,348.471,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,8
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,16,56320,32,0.0,0.239,246.42,246.659,4.389,840.866,65.677,12.753,1.004,251.048,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,16,56320,64,0.0,0.225,246.414,246.639,4.055,819.311,72.327,13.166,1.004,250.694,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,16,56320,128,0.0,0.202,251.598,251.8,4.765,822.073,72.195,13.254,1.133,256.565,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,16,56320,256,0.0,0.237,250.735,250.972,10.351,835.829,69.77,13.585,0.925,261.323,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,16,56320,512,0.0,0.282,288.802,289.084,12.608,878.588,70.314,15.521,1.21,301.692,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,16,56320,1024,0.0,1.31,284.371,285.681,19.04,882.103,70.06,16.851,1.327,304.721,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,16,56320,2048,0.0,0.317,284.089,284.407,20.894,896.291,74.352,20.094,1.471,305.301,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,16,56320,4096,0.0,0.333,298.244,298.578,35.863,886.835,71.552,41.562,2.923,334.441,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,16,56320,8192,0.0,0.271,318.427,318.698,65.462,934.332,70.601,60.803,5.042,384.16,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,16
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,32,28160,32,0.0,1.294,225.542,226.836,7.348,784.075,27.287,13.244,0.443,234.184,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,32
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,32,28160,64,0.0,0.472,258.63,259.102,5.654,873.18,59.829,14.854,1.246,264.756,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,32
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,32,28160,128,0.0,0.637,228.132,228.769,7.247,844.607,34.132,14.45,0.528,236.016,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,32
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,32,28160,256,0.0,0.437,175.36,175.797,7.952,905.066,40.374,16.618,1.417,183.749,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,32
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,32,28160,512,0.0,0.506,153.919,154.425,11.174,868.185,36.912,17.646,0.834,165.599,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,32
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,32,28160,1024,0.0,0.806,156.015,156.821,18.075,887.937,35.993,20.412,0.928,174.896,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,32
Qwen3.5,Qwen/Qwen3.5-27B,/root/LoPT/tokenizers/qwen3_5_4b,hf,zh,880k,901120,8,32,28160,2048,0.0,0.406,162.361,162.767,29.276,951.062,47.554,28.314,1.61,192.043,1146.439,1132.084,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,499927,dcebf41e9e582925557a0d4d14c9a0e32bbe41887c65d5acbbaf5f20533c1a1d,True,False,,,,valid,32
